Applicant.ID,Position.Name,Employer.Name,City,State.Name,State.Code,Start.Date,End.Date,Job.Description,Salary,Can.Contact.Employer,Created.At,Updated.At
10375,Loan Agent,Ameriquest Mortgage,,,,01-06-2003,31-10-2004,Retail Mortgage Lender,NA,NA,2014-12-18 19:09:28 UTC,2014-12-18 19:09:28 UTC
10379,Training Manager,KFC,Manhattan,Kansas,KS,31-12-2013,,NA,NA,NA,2014-12-18 20:40:02 UTC,2014-12-18 20:40:02 UTC
10379,Training Manager,KFC/ Taco Bell of Richmond,Richmond,Missouri,MO,31-05-2009,,NA,NA,NA,2014-12-18 20:40:02 UTC,2014-12-18 20:40:02 UTC
10379,Dept. Manager,Walmart,Richmond,Missouri,MO,14-11-2006,01-07-2009,NA,NA,NA,2014-12-18 20:40:02 UTC,2014-12-18 20:40:02 UTC
10379,Shift Manager,Pizza Hut,Richmond,Missouri,MO,01-10-2003,31-10-2006,NA,NA,NA,2014-12-18 20:40:02 UTC,2014-12-18 20:40:02 UTC
10379,Server,Pizza Hut,Richmond,Missouri,MO,01-01-2002,01-06-2002,NA,NA,NA,2014-12-18 20:40:02 UTC,2014-12-18 20:40:02 UTC
10379,Food Ambass,Worlds of Fun,Kansas City,Missouri,MO,01-07-2000,01-08-2000,NA,NA,NA,2014-12-18 20:40:02 UTC,2014-12-18 20:40:02 UTC
1038,none,none,none,NA,NA,NA,NA,none,NA,FALSE,2014-08-15 22:05:49 UTC,2014-08-15 22:05:49 UTC
10380,Account Executive,Artventure,Copenhagen K,NA,NA,,,"Managed the account services department
Assessed the need for advertising
Maintained client accounts",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10380,Management Secretary,Arcade Music Company,,NA,NA,,,"Responsible for the coordination of all promotional activities of International artists
Organize the participation on various International fairs",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10380,"Entrepreneur in Events, Tours and Logistics",Adelhart,,NA,NA,01-05-2014,,"Events: knowledgable and experienced in corporate events, network meetings, outdoor festivals.
Tours: road trips, organized tours with like minded people, custom made tours. It's all possible.
Logistics: for your business trip I will take care of your hotel- and transport arrangements, restaurant reservations, entertainment.",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10380,Assistant to the Consul General,Consulate General of the Netherlands,,NA,NA,01-01-2010,30-04-2014,"Being the right hand of this super laid back government representative is a breeze. Great international contacts, interesting variety of tasks, nice co workers, never a dull moment!",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10380,Owner,Orange Monkey Tours,,NA,NA,01-01-2008,30-11-2009,"Founder and President of a Barcelona based organization in city tours. Responsibilities: tour design, marketing communication, content management of website, booking administration, finances, after sales.",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10380,Branch Manager,Secretary Plus,Vilvoorde,NA,NA,01-12-2006,31-01-2008,"Trained and supervised crew
Responsible for key accounts and new business
Organize and promote events to attract new personnel",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10380,Project Manager,Pepperminds Sales,,NA,NA,01-09-2005,31-12-2006,"Training and Supervision on various Sales and Promotion Projects
Relationship Management with clients",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10380,Interim Project CoÃ¶rdinator,UITpunt Veghel,,NA,NA,01-01-2004,31-08-2005,"Implemented and Managed a regional Information Desk in recreation and tourism
Implemented and Organized a 2-day outdoor cultural festival",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10380,Consultant,HamiltonCoopers,,NA,NA,01-05-2001,31-01-2004,"Oversaw and Managed organization, administrative and support activities",NA,NA,2014-12-18 20:54:43 UTC,2014-12-18 20:54:43 UTC
10384,Independent Futures Trader,Independent - Self Employed,Chicago,Illinois,IL,01-01-2010,31-10-2014,"â€¢	Self taught quantitative financial programmer focusing on C# language.
â€¢	Developed, backtested and systematically executed intraday futures trading strategies with own capital. 
â€¢	Performed statistical analysis and monitored system performance and risk profile relative to historical results. 
â€¢	Developed new systems and tested how they integrate into the current portfolio of systems.",NA,FALSE,2014-12-18 21:24:55 UTC,2014-12-18 22:03:24 UTC
10384,Sales Eastern US,Lubrizol,Chicago,Illinois,IL,01-06-2007,30-09-2009,"â€¢	Responsible for growing presence of anti-static/conductive materials product line in the Eastern USA territory. 
â€¢	Prospected new customers, developed new applications with current customers and managed current customer base.",NA,FALSE,2014-12-18 21:24:55 UTC,2014-12-18 22:03:24 UTC
10384,Marketing Manager,GE Plastics,Chicago,Illinois,IL,01-08-2003,31-01-2007,"â€¢	Global responsibility for defining strategy to position GE for differentiation and growth focused in diverse packaging industries. 

â€¢	Developed market segmentation, positioning strategies, forecasting, promotion (trade shows, publications, press releases), prospected new customers, developed strategic alliances, established pricing, new product requirements, project management internally and at customer.

â€¢	Instituted and delivered training to over 100 employees globally as Subject Matter Expert on the electronics packaging industry, including value proposition, route to market, current and future market requirements, customers and competitive intelligence.",NA,FALSE,2014-12-18 21:24:55 UTC,2014-12-18 22:03:24 UTC
10384,Product Manager,GE Plastics,Chicago,Illinois,IL,01-01-2002,31-07-2003,"â€¢	Responsible for growth of specific resin products worldwide. Led and launched new products including strategy development, product promotion tools, and trained sales personnel.",NA,FALSE,2014-12-18 21:24:55 UTC,2014-12-18 22:03:24 UTC
10384,Field Marketing Manager,GE Plastics,Chicago,Illinois,IL,01-01-2000,31-12-2001,"â€¢	Responsible for acting as liason between Europe and South America. Led material specification at European manufacturers for implementation in the South American market.",NA,FALSE,2014-12-18 21:24:55 UTC,2014-12-18 22:03:24 UTC
10384,Corporate Technical Leadership Program,GE Plastics,Chicago,Illinois,IL,01-04-1998,31-12-1999,"â€¢	Rotational roles within manufacturing and commercial organizations covering most aspects of the company businesses.",NA,FALSE,2014-12-18 21:24:55 UTC,2014-12-18 22:03:24 UTC
10397,CEO,FreshGrad,New York,New York,NY,01-08-2011,,"An algorithm that identifies the best suited candidates for any given position. www.freshgrad.com

Talent Acquisition: We use a scientifically-backed algorithm to identify the right applicants for your specific roles, liberating the time from combing through resumes

Talent Management: We created an interactive career mobility tool that motivates employees, helps to retain talent, and decreases voluntary turnover",NA,NA,2014-12-19 11:52:48 UTC,2014-12-19 11:52:48 UTC
10397,Product and Operations Manager,"LearnVest, Inc.",New York,New York,NY,01-02-2014,30-09-2014,"Brought in as an operations specialist to help the company scale. In 8 months, I participated in

â€¢	Reducing the time it takes to service clients by 50%
â€¢	Creating models that broke down the time it takes us to serve clients into their component parts
â€¢	Implemented processes that saved 28% in sales and 30% in service across all clients 
â€¢	Created and implemented the â€œflexâ€ planner schedule company wide. It enabled cross-functional  and collaborative teams across sales, service, and support. This solved seasonal spikes in client demand
â€¢	Managed servicing of all business development launches across all institutional business deals

LearnVest is a FinTech startup that allows people to be in control of their money by pairing them with a financial planner. If you're troubled by student debt, credit cards, worry about retirement or about putting your kids through college, LearnVest is the right resource for you.",NA,NA,2014-12-19 11:52:48 UTC,2014-12-19 11:52:48 UTC
10397,Founding Volunteer,Project Esperanza,,,,01-06-2006,31-07-2012,"At Project Esperanza, we have a boarding school with anywhere between 5 - 30 Haitian and Dominican children. From educational to recreational programs, to building a middle school, or sponsoring the salaries and education of teachers and students in neighboring schools, we support education, opportunity, and self-respect.

http://esperanzameanshope.org/",NA,NA,2014-12-19 11:52:48 UTC,2014-12-19 11:52:48 UTC
10397,Derivatives Strategy,Citi,New York,New York,NY,01-06-2006,30-06-2010,"â€¢ Authored and traded equity derivative strategies that resulted in $15 million in revenue
â€¢ Structured over $3 billion of structured credit products
â€¢ Rebuilt the equity derivatives strategy team during the financial crisis from 1 to 5 employees
â€¢ Worked with all levels of upper management to calculate firmâ€™s exposure to subprime mortgages 
â€¢ Pioneered Citigroupâ€™s first microfinance CLO, an $80 million debt structure
â€¢ Winner of Derivatives House of the Year award by Risk Magazine in â€™08 and finalist in â€˜09

Skills: Equity derivatives, credit products, structured products, rates, currencies, commodities, volatility, indeces, ETF, event driven, exotics, long/short, relative value, microfinance, CDO, CLO.",NA,NA,2014-12-19 11:52:48 UTC,2014-12-19 11:52:48 UTC
10400,Private Wealth Management Intern,Morgan Stanley,New York,New York,NY,01-06-2014,31-07-2014,NA,NA,NA,2014-12-19 12:51:31 UTC,2014-12-19 12:51:31 UTC
10400,Dock Staff,Greenwich Water Club,Cos Cob,Connecticut,CT,01-07-2012,31-08-2012,NA,NA,NA,2014-12-19 12:51:31 UTC,2014-12-19 12:51:31 UTC
10405,Data Entry Operator,UASC,Chesapeake,Virginia,VA,30-10-2008,01-09-2014,"Input Data into shipping bills of lading
Audit input for accuracy
Responsible for indexing files using a system where the document had to be scanned first then retrieved and placed into the system where it was indexed
Ensure compliance with US Customs requirements
Responsible for answering the phones and researching the callers question in order to pass to the correct employee",15,FALSE,2014-12-19 14:29:04 UTC,2014-12-19 14:29:04 UTC
10406,District Sales Manager,Retired - Halmark Cards,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-19 14:28:54 UTC,2014-12-19 14:28:54 UTC
10406,District Sales Manager,Hallmark Cards,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-19 14:28:54 UTC,2014-12-19 14:28:54 UTC
1042,temp worker,tempositions,New York,New York,NY,13-09-2014,NA,asst. tech,10,TRUE,2014-08-15 22:05:49 UTC,2014-08-15 22:05:49 UTC
10424,Slowbones,Slowbones,,,,01-11-2013,,,NA,NA,2014-12-19 17:37:14 UTC,2014-12-19 17:37:14 UTC
10424,Office Coordinator,Architects For Learning,Needham Heights,Massachusetts,MA,,30-09-2013,"Responsible for maintaining clinic schedule, receipts and payment cycles for all clients.

Responsible for creating contracts for treatment, evaluation and consultation services.

Assists with teacher training seminars.",NA,NA,2014-12-19 17:37:14 UTC,2014-12-19 17:37:14 UTC
10424,Intern,General Catalyst Partners,Cambridge,Massachusetts,MA,01-08-2010,30-04-2011,,NA,NA,2014-12-19 17:37:14 UTC,2014-12-19 17:37:14 UTC
10424,Campaign Volunteer,Gina Raimondo Campain,,,,01-08-2010,30-11-2010,,NA,NA,2014-12-19 17:37:14 UTC,2014-12-19 17:37:14 UTC
10425,Assistant Manager,Segura Enterprise,Falls Church,Virginia,VA,12-06-2010,NA,"Provide customer service, process payments, make sure the place is clean.",10.5,TRUE,2014-12-19 17:50:02 UTC,2014-12-19 17:50:02 UTC
10427,Sales Associate,Things Remembered,Quantico,Virginia,VA,31-10-2014,,NA,NA,NA,2014-12-19 18:14:49 UTC,2014-12-19 18:14:49 UTC
10427,Cashier,Tropical Smoothie Cafe,Dumfries,Virginia,VA,09-09-2014,30-11-2014,NA,NA,NA,2014-12-19 18:14:49 UTC,2014-12-19 18:14:49 UTC
10427,Cashier,"Wegmans Food Markets, Inc.",,,,01-01-2013,31-08-2014,NA,NA,NA,2014-12-19 18:14:49 UTC,2014-12-19 18:14:49 UTC
1043,OPERATIONS CLERK 2,"WELLS FARGO BANK, N.A.",Los Angeles,California,CA,13-02-2006,NA,VERIFY DEPOSITS,13.27,TRUE,2014-08-15 22:05:50 UTC,2014-08-15 22:05:50 UTC
10434,Assistant Manager Surveillance,Casino Atlantic Paalace,NA,NA,NA,01-06-2008,,"Observe casino operations for irregular activities such as cheating or theft by employees or patrons. Monitor Closed Circuit Televisions (CCTV), perimeter alarm system, and duress alarms to monitor that any unusual behavior or emergency situation is addressed and dispatch appropriate personnel for investigation and record. Call for assistance using proper code responses. Defuse guest or employee disturbances/altercations in accordance with company policies and procedures, including summoning appropriate authorities if necessary, and documenting incident.
 
     Follow all company and safety and security policies and procedures",NA,NA,2014-12-19 19:36:27 UTC,2014-12-19 19:36:27 UTC
10434,SUPERVISOR JANUARY,Casino Atlantic Palace,NA,NA,NA,01-01-2008,30-06-2008,"Ensures high standard of performance by Surveillance staff
â€¢ Documents procedure infractions
â€¢ Documents incidents of theft, embezzlement etc.
â€¢ Makes proper notifications of gaming or other violations
â€¢ Informs Manager of special observation requests
â€¢ Forwards all reports to the Manager
â€¢ Recommends close watch on personnel observed to be acting suspiciously
â€¢ Submit recommendations to the Manager as to ways and means to prevent
losses to the company or to improve the department.
â€¢ Handles communication with Management on his shifts
â€¢ Conducts or assigns close watch or other special Surveillance
â€¢ Ensure that subordinate staff understand and follow company procedures and
policies
â€¢ Recommends personnel for promotion and disciplinary actions
â€¢ Provides on the job training on Casino operations, equipment and Surveillance
activities to subordinate staff
â€¢ Identify any training needs and bring to the attention of the Manager.
â€¢ Represents the Manager in his absence
â€¢ Ensures that the entire CCTV system is checked for serviceability at the
beginning of each shift and that all coverage is correct, all faults are to be reported
to the Surveillance Technician immediately.
â€¢ Handles scheduling for his own shift and the operator shifts
â€¢ Assigns duties to Officers
â€¢ Ensures all reports are complete and understandable
â€¢ Ensures proper function of equipment
â€¢ Ensure all Surveillance data files are updated
â€¢ Ensures that staff is completing additional duties correctly; where necessary
give directions in these duties.
â€¢ Performs other duties as delegated by Manager
SURVEILLANCE OPERATOR
CASINO ATLANTIC PALACE, AGADIR, MOROCCO 2004 â€“2007
â€¢ â€˜Cheat & Advanced thieves detectingâ€™ training for Surveillance
â€¢ Training and working with the latest Digital Recorders and CCTV Equipment
â€¢ Pro actively keeping known cheats
â€¢ Observes all areas of Building for procedural infractions and criminal activity
â€¢ Knows and learns all procedures",NA,NA,2014-12-19 19:36:27 UTC,2014-12-19 19:36:27 UTC
10434,maintenance technician,IMECO UAE,NA,NA,NA,01-07-1998,31-08-2002,"All types of piping works (C.S., S.S., G.R.P., UPVC, HDPE, etc.)

Firefighting equipment, piping including deluge systems, fire hydrants, sprinkler, inergen gas systems, heat detection system, etc.

Central A/C systems, District Cooling systems, etc. for offices and plant rooms.

Fountain system, irrigation system networks for farms, hotels, hospitals, buildings, factories, oil and gas sector.",NA,NA,2014-12-19 19:36:27 UTC,2014-12-19 19:36:27 UTC
10439,Host/Table Cleanup,International House of Pancakes,Falls Church,Virginia,VA,02-09-2014,05-12-2014,"Host
Table Cleanup",7,TRUE,2014-12-19 20:53:26 UTC,2014-12-19 20:53:26 UTC
10439,Landscapring,Mitchum Landscaping,Silver Spring,Maryland,MD,01-04-2013,12-11-2013,"All landscaping duties: Lawnmower, hedge trimming, edging, digging",6,FALSE,2014-12-19 20:53:26 UTC,2014-12-19 20:53:26 UTC
10440,Owner,Sherlock Home Inspection,Warren,Ohio,OH,,NA,"Owner of a home inspection business, I'm still working on getting this business up and running.",NA,FALSE,2015-01-18 19:56:49 UTC,2015-01-18 20:00:49 UTC
10440,RCA,USPS,southington,Ohio,OH,14-10-2014,NA,"I work part time as a rural carrier, delivering the mail.",NA,FALSE,2015-01-18 19:56:49 UTC,2015-01-18 20:00:49 UTC
10463,,Retired,NA,NA,NA,01-01-2010,,NA,NA,NA,2014-12-20 16:50:27 UTC,2014-12-20 16:50:27 UTC
10463,Internal Auditor,Kickapoo Gaming Commission,NA,NA,NA,01-04-2001,01-01-2005,NA,NA,NA,2014-12-20 16:50:27 UTC,2014-12-20 16:50:27 UTC
10463,County Treasurer,"Brown County Treasurer, Hiawatha, Ks",NA,NA,NA,01-01-1986,01-01-1996,NA,NA,NA,2014-12-20 16:50:27 UTC,2014-12-20 16:50:27 UTC
10469,,Kuwait Finance House ( KFH ),NA,NA,NA,30-03-2014,,NA,NA,NA,2014-12-20 17:49:47 UTC,2014-12-20 17:49:47 UTC
10469,Sales,Ali Abdulwahab Al Mutawa Commercial Co.,NA,NA,NA,01-11-2012,28-02-2014,NA,NA,NA,2014-12-20 17:49:47 UTC,2014-12-20 17:49:47 UTC
10473,administrative assistant,Department of social services,landover,Maryland,MD,16-06-2014,20-10-2014,clerical ,10,FALSE,2014-12-20 19:20:36 UTC,2014-12-20 19:20:36 UTC
10473,cashier,burlington coat factory,waldorf,Maryland,MD,04-06-2012,20-08-2012,ringing customers products,NA,FALSE,2014-12-20 19:20:36 UTC,2014-12-20 19:20:36 UTC
10479,Wireless Expert/ Sale Associate ,Wireless  Advocates LLC,Fairfax,Virginia,VA,NA,NA,I have been worked at Wireless Advocates LLC as an Wireless Expert. I had helped customer to understand  features and functions of the smart phone. ,NA,TRUE,2014-12-20 23:06:08 UTC,2014-12-20 23:06:34 UTC
10484,Account Executive,Mimeo.com,New York,New York,NY,,,NA,NA,NA,2014-12-21 03:20:23 UTC,2014-12-21 03:20:23 UTC
10484,,SEI Investments,Oaks,Pennsylvania,PA,01-07-2013,31-07-2014,NA,NA,NA,2014-12-21 03:20:23 UTC,2014-12-21 03:20:23 UTC
10484,Financial Advisor Intern,uFinancial Group,Lancaster,Pennsylvania,PA,01-05-2012,01-05-2013,NA,NA,NA,2014-12-21 03:20:23 UTC,2014-12-21 03:20:23 UTC
10484,Caddie,Philadelphia Cricket Club,Flourtown,Pennsylvania,PA,01-01-2005,01-01-2011,NA,NA,NA,2014-12-21 03:20:23 UTC,2014-12-21 03:20:23 UTC
1049,cook,Ms.tara,New York,New York,NY,01-01-2007,01-01-2008,cook and prepared food,8,TRUE,2014-08-15 22:05:50 UTC,2014-08-15 22:05:50 UTC
10497,Consultant / trainer,"Workforce 2000 Concepts, Inc.",Montgomery,Alabama,AL,15-05-1995,01-02-2020,"Training employer employees and supervisor how to effectively address workplace activities regarding third party efforts to engage their workforce. Train employees to resist these parties in intervention of their workplace,",75,TRUE,2014-12-22 16:45:50 UTC,2014-12-22 16:45:50 UTC
10497,Counselor / trainer / facilitator,Interfaith Congregation Alliance,Montgomery County,Alabama,AL,15-06-1996,01-12-2002,"Working with six interfaith congregations train low income welfare recipients to become self sufficient through skills in job readiness, job readiness and educational skills",20,TRUE,2014-12-22 16:45:50 UTC,2014-12-22 16:45:50 UTC
10510,R.N.,MPRO,NA,NA,NA,31-12-1988,NA,NA,NA,NA,2014-12-21 18:20:15 UTC,2014-12-21 18:20:15 UTC
1052,Merchandiser,Harlow,Torrance,California,CA,01-02-2013,01-10-2013,"I was responsible for stocking shelves, finding prices on unmarked items and helping customers with any questions they had.",8.5,TRUE,2014-08-15 22:05:50 UTC,2014-08-15 22:05:50 UTC
10522,Business Consultant,EVO Payments International,,,,01-10-2013,,"Provide merchant card processing consulting services to all sized businesses in a variety of industries.  Utilize new and innovative means of increasing revenue and reducing overhead for merchants through card processing products, services, adjustments.  Provide an analysis of each merchants current environment, and recommend creative solutions to make the business more profitable.",NA,NA,2014-12-22 00:11:11 UTC,2014-12-22 00:11:11 UTC
10522,Sole Proprietor,Innovative Web Solutions,,,,01-11-2011,,"Drive the sale and marketing of consumer products via internet websites.  Utilize search engine optimization techniques to market websites and improve customer demand.  Analyze consumer products for web marketing success, negotiate customer ordering processes, and evaluate supplier drop/ship practices.",NA,NA,2014-12-22 00:11:11 UTC,2014-12-22 00:11:11 UTC
10522,Sales Associate,American Life Assurance Company (AFLAC),,,,01-09-2009,31-01-2010,Managed the sale of supplemental insurance products in the business-to-business marketplace.  Maintained knowledge of industry offerings and competitive environment.  Established contacts and built sales pipeline through aggressive prospecting.  Executed account and territory planning.,NA,NA,2014-12-22 00:11:11 UTC,2014-12-22 00:11:11 UTC
10522,Sales Engineering Manager,Verizon,Basking Ridge,New Jersey,NJ,,31-03-2008,"Lead and managed teams of 5 to 20 Sales Engineers responsible for sales, revenue generation, customer satisfaction results, and design integrity for Voice/Data Networking, converged (VOIP) networks, Voice/Data hardware solutions, Professional Services, Internet Access Services, and Data Center Hosting Services for Verizon Business customers.",NA,NA,2014-12-22 00:11:11 UTC,2014-12-22 00:11:11 UTC
10524,Secretary,#BOSS,NA,NA,NA,01-01-1995,NA,NA,NA,NA,2014-12-22 02:58:15 UTC,2014-12-22 02:58:15 UTC
1054,none,none,none,NA,NA,NA,NA,none,NA,FALSE,2014-08-15 22:05:51 UTC,2014-08-15 22:05:51 UTC
10545,Unit Armorer,"1st Battalion, 506th Infantry Regiment ""Red Currahee""",Fort Campbell,Kentucky,KY,31-10-2012,,"Baker Company
Resident Fixer Upper of all things",NA,NA,2014-12-22 16:02:44 UTC,2014-12-22 16:02:44 UTC
10545,Unit Armorer,U.S Army,Fort Campbell,Kentucky,KY,31-10-2012,,Bco 1-506th INF REG,NA,NA,2014-12-22 16:02:44 UTC,2014-12-22 16:02:44 UTC
10545,Sargeant,U.S. Army,,,,01-01-2004,,,NA,NA,2014-12-22 16:02:44 UTC,2014-12-22 16:02:44 UTC
10545,BAMF,"1st Battalion, 32nd Infantry Regiment",Fort Drum,New York,NY,01-08-2004,01-09-2007,,NA,NA,2014-12-22 16:02:44 UTC,2014-12-22 16:02:44 UTC
10555,,Gainfully Retired,,,,,,NA,NA,NA,2014-12-22 16:56:04 UTC,2014-12-22 16:56:04 UTC
10555,Analyst,FedEx,Sacramento,California,CA,01-06-1986,01-01-2012,NA,NA,NA,2014-12-22 16:56:04 UTC,2014-12-22 16:56:04 UTC
10557,jeremy snyder,walmart,staunton,Virginia,VA,06-05-2014,06-06-2014,dm,1,FALSE,2014-12-22 17:54:45 UTC,2014-12-22 17:54:45 UTC
10559,NA,Nanny,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-22 17:43:14 UTC,2014-12-22 17:43:14 UTC
10571,Team Lead,IV Support Technologies,Chennai,NA,NA,01-11-2012,NA,NA,NA,NA,2014-12-22 20:41:41 UTC,2014-12-22 20:41:41 UTC
10572,Admissions Representative,Kaplan,Fort Lauderdale,Florida,FL,01-07-2009,,"-	Recruited prospective students for enrollment.
-	Conducted Interviews and qualified prospective students.
-	Guided students through various segments of the admissions process.
-	Prepared students for the start of classes.
-	Followed compliance regulations and Standard Operating Procedures.
-	Reached out to a diverse database of over 1,000 students via telephone and email correspondence.",NA,NA,2014-12-22 20:47:14 UTC,2014-12-22 20:47:14 UTC
10572,Enrollment Auditor,Kaplan University,,,,01-06-2009,,"-	Provide enrollment review services to admissions and financial aid business partners.
-	Review submitted student files for potential errors and compliance violations.
-	Ensure that required contractual documents are present in each file i.e. Enrollment     agreements etc.
-	Escalate consistent and overt compliance violations.
-	Enroll compliant student files using CampusVue student record CRM system.
-	Complete audits and generate departmental reports.
-	Utilize Google Chat, Gmail, and the Microsoft office suite to facilitate office communication.",NA,NA,2014-12-22 20:47:14 UTC,2014-12-22 20:47:14 UTC
10572,Education Advisor,Kaplan,Fort Lauderdale,Florida,FL,01-06-2009,,"-	Responsible for the retention and academic support of a cohort of 250 students.
-	Used telephone and email as the primary means of reaching student.
-	Addressed student concerns and complaints.
-	Advised students on improving academic performance and smart career choices.
-	Made outbound calls to students for academic/attendance violations, instructor concerns, and registration.
-	Worked closely with resolution ombudsmen and program deans to resolve student complaints.
-	Utilized Google chat, Gmail, and Excel/Google spreadsheet to partner with all applicable departments for student success.",NA,NA,2014-12-22 20:47:14 UTC,2014-12-22 20:47:14 UTC
10572,Student Coordinator,Kaplan,Fort Lauderdale,Florida,FL,01-06-2009,,"-	Managed student files for small team of admissions advisors
-	Educated the admissions team on compliance issues.
-	Conducted â€œclearingâ€ meetings and document completion reviews
-	Reviewed student files for enrollment.
-	Completed quality check calls with each admissions advisorâ€™s prospective student prior to enrollment.
-	Enrolled students that were deemed eligible post quality check conversation.
-	Assisted the student with the required financial aid documentation.
-	Created and managed Missing Document (Excel) report for admissions team.
-	Conducted start day meetings and conducted admissions compliance trainings",NA,NA,2014-12-22 20:47:14 UTC,2014-12-22 20:47:14 UTC
10572,Personal Cruise Consultant,Norwegian Cruise Line,Miami,Florida,FL,01-03-2009,31-12-2009,Assisted vacation seekers with booking dream vacations.,NA,NA,2014-12-22 20:47:14 UTC,2014-12-22 20:47:14 UTC
10572,Bartender,Brinker International,Dallas,Texas,TX,01-03-2003,30-04-2008,Mixed drinks and provided excellent guest service.,NA,NA,2014-12-22 20:47:14 UTC,2014-12-22 20:47:14 UTC
10573,Compound Receiver(Still working with),Majilite Corporation,Dracut,Massachusetts,MA,22-02-2014,NA,"-Check material coming for other company that ordered from by truck( count...)
-Put data in system 
-Print label out for Material 
-Do inventory weekly",13.2,FALSE,2014-12-23 11:31:23 UTC,2014-12-23 11:31:23 UTC
10577,Quality Assurance Leadership,The Melt,San Francisco ,California,CA,21-04-2014,,"I manage testing, resource allocation and general tasking for a variety of WEB/MOB/POS (point of sales) feature releases. This includes creating test cases, tracking metrics, forecasting possible issues or feature degradation and reporting.  ",35,TRUE,2014-12-22 22:25:16 UTC,2014-12-22 22:25:16 UTC
10577,Quality Assurance Engineer,Xoom,San Francisco,California,CA,01-05-2013,22-03-2014,"Testing of the MOB/WEB including test case development, racking metrics, forecasting possible issues or feature degradation and reporting.  ",35,FALSE,2014-12-22 22:25:16 UTC,2014-12-22 22:25:16 UTC
10577,Quality Assurance Manager,Zynga,San Francisco,California,CA,02-02-2009,01-05-2013,"Managing a group of outsourced QA vendors dealing specifically with; Resource allocation, tasking, budgeting, team evaluations, interviewing, test case development, general organization, training, and reporting. ",24,FALSE,2014-12-22 22:25:16 UTC,2014-12-22 22:25:16 UTC
1058,None,None,San Jose,California,CA,NA,NA,None,NA,FALSE,2014-08-15 22:05:51 UTC,2014-08-15 22:05:51 UTC
10585,Court Specialist II,Clerk of Courts,Ft LauderdaLE,Florida,FL,14-08-2000,NA,Record Keeper,NA,FALSE,2015-01-11 15:49:05 UTC,2015-01-11 15:49:05 UTC
10587,Cashier,GRK Fresh greek,Washington,District of Columbia,DC,01-07-2014,,"Cashier , cleaning , serving food , handling orders , answering phones , restocking ect.",10,FALSE,2014-12-23 02:26:04 UTC,2014-12-23 02:34:38 UTC
10587,Cashier,Chipotle Mexican Grill,Arlington,Virginia,VA,01-10-2013,31-01-2014,"Cashier , cleaning , serving food , handling orders , answering phones , restocking ect.",9,FALSE,2014-12-23 02:26:04 UTC,2014-12-23 02:34:38 UTC
10588,Owner,"Owner, D.L. Business Enterprises",NA,NA,NA,NA,NA,"The Promise Wedding & Event Space
One & Only Weddings, Events, DÃ©cor & Rental Equipment",NA,NA,2014-12-23 02:41:53 UTC,2014-12-23 02:41:53 UTC
10588,,WorldVentures,NA,NA,NA,NA,NA,,NA,NA,2014-12-23 02:41:53 UTC,2014-12-23 02:41:53 UTC
10595,Office Manager,Twin Tier Neurology,Vestal,New York,NY,NA,NA,"27 years doing HR, AP/AR, transcription, training, data entry, and all other managerial responsibilities
",16,FALSE,2014-12-23 09:42:28 UTC,2014-12-23 09:42:28 UTC
10608,Guardian Angel,In The Sky,Heaven Heights,Massachusetts,MA,21-11-1956,NA,looking down all the time .,NA,NA,2014-12-23 15:39:29 UTC,2014-12-23 15:39:29 UTC
10633,Security guard ,champion security ,Baltimore ,Maryland,MD,08-07-2014,NA,"Security guard : I patrolled grounds,locked and secured buildings, answered phones and wrote reports ",NA,TRUE,2014-12-24 01:58:45 UTC,2014-12-24 01:58:45 UTC
10647,Teacher,Dallas ISD,Dallas,Texas,TX,01-02-2000,NA,Teach students daily,NA,FALSE,2014-12-24 02:53:59 UTC,2014-12-24 02:53:59 UTC
10656,NA,"Solera, A Shrine to Wine",NA,NA,NA,NA,NA,NA,NA,NA,2014-12-24 12:40:23 UTC,2014-12-24 12:40:23 UTC
10656,NA,City of Orlando,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-24 12:40:23 UTC,2014-12-24 12:40:23 UTC
10657,Owner-Operator,(Self) Robs Carpet Services,NA,NA,NA,01-01-1989,NA,NA,NA,NA,2014-12-24 14:03:07 UTC,2014-12-24 14:03:07 UTC
10661,Public Relations Staff,Jewish Community Center,Pittsburgh,Pennsylvania,PA,,,"Create, write and produce publications for agency departments, with particular responsibility for high-visibility marketing and fund-raising pieces; plan and implement public relations campaigns for various agency programs; oversee department computer resources. Given additional responsibilities in 1995 to hire staff, prepare annual budgets and cost/benefit analyses of major publications.
",NA,TRUE,2014-12-24 16:05:39 UTC,2014-12-24 16:13:01 UTC
